Case Number,Year,Country,Area
1996.12.29,1996,AUSTRALIA,Queensland
1996.12.10,1996,SOUTH AFRICA,Eastern Cape Province
1996.12.00.b,1996,NEW CALEDONIA,
1996.12.00.a,1996,NEW CALEDONIA,South Province
1996.11.29.a,1996,USA,California
1996.11.18,1996,USA,Florida
1996.10.28.b,1996,BRAZIL,Pernambuco
1996.10.28.a,1996,BRAZIL,Pernambuco
1996.10.09,1996,OKINAWA,Miyako Island
1996.10.05.,1996,USA,California
1996.10.03.b,1996,USA,Florida
1996.10.03.a,1996,USA,California
1996.10.00,1996,BRAZIL,Pernambuco
1996.09.18,1996,USA,Florida
1996.09.06.b,1996,NEW ZEALAND,Chatham Islands 
1996.09.06.a,1996,USA,Florida
1996.09.02.b,1996,USA,Florida
1996.09.02.a,1996,USA,Florida
1996.09.01.b,1996,USA,South Carolina
1996.09.01.a,1996,SOUTH AFRICA,KwaZulu-Natal
1996.08.29,1996,USA,Hawaii
1996.08.13,1996,USA,California
1996.08.11,1996,USA,Florida
1996.07.26,1996,USA,Florida
1996.07.23.b,1996,OKINAWA,Miyako
1996.07.23.a,1996,EGYPT / ISRAEL,"South Sinai, Gulf of Aqaba"
1996.07.21,1996,USA,Massachusetts
1996.07.20,1996,USA,Florida
1996.07.14,1996,USA,Hawaii
1996.07.10,1996,USA,Florida
1996.07.04.b,1996,USA,Florida
1996.07.04.a,1996,BAHAMAS,Cat Cay
1996.06.25,1996,USA,South Carolina
1996.06.06,1996,AUSTRALIA,Victoria
1996.06.04,1996,SOUTH AFRICA,KwaZulu-Natal
1996.05.28,1996,SOUTH AFRICA,Western Cape Province
1996.05.24,1996,AUSTRALIA,New South Wales
1996.05.18,1996,USA,Florida
1996.05.10,1996,SOUTH KOREA,
1996.05.07,1996,USA,Florida
1996.04.28.b,1996,USA,Hawaii
1996.04.25.b,1996,AUSTRALIA,New South Wales
1996.04.25.a,1996,AUSTRALIA,New South Wales
1996.04.07,1996,BRAZIL,Pernambuco
1996.03.05,1996,AUSTRALIA,Queensland
1996.03.00,1996,AUSTRALIA,New South Wales
1996.02.26,1996,AUSTRALIA,New South Wales
1996.02.19.R,1996,USA,Missouri
1996.02.10.c,1996,PAPUA NEW GUINEA,Madang Province
1996.02.10.b,1996,PAPUA NEW GUINEA,Madang Province
1996.02.10.a,1996,PAPUA NEW GUINEA,Madang Province
1996.02.05,1996,DOMINICAN REPUBLIC,12 miles off the north coast
1996.02.04,1996,AUSTRALIA,New South Wales
1996.01.23,1996,USA,Florida
1996.01.22,1996,AUSTRALIA,Queensland
1996.01.16,1996,USA,Hawaii
1996.01.14.b,1996,AUSTRALIA,Western Australia
1996.01.12,1996,AUSTRALIA,New South Wales
1996.01.10,1996,REUNION,Saint-Paul 
1996.00.00.b,1996,FIJI,Taveuni
1996.00.00.a,1996,USA,North Carolina
1995.12.18,1995,USA,Hawaii
1995.11.29,1995,NEW ZEALAND,"Chatham Islands, east of New  Zealand"
1995.11.25.b,1995,USA,Hawaii
1995.11.25.a,1995,NORTHERN ARABIAN SEA,
1995.11.17,1995,AUSTRALIA,Queensland
1995.10.28.R,1995,USA,Florida
1995.10.21,1995,USA,Florida
1995.10.11,1995,AUSTRALIA,Queensland
1995.10.01,1995,USA,Florida
1995.09.30.b,1995,USA,Florida
1995.09.30.a,1995,USA,Florida
1995.09.28,1995,USA,California
1995.09.19.,1995,USA,Florida
1995.09.17,1995,USA,Florida
1995.09.16,1995,REUNION,Saint-Denis
1995.09.13,1995,USA,Florida
1995.09.11,1995,AUSTRALIA,Western Australia
1995.09.03.b,1995,USA,California
1995.09.03.a,1995,USA,North Carolina
1995.08.31.b,1995,USA,Florida
1995.08.31.a,1995,USA,South Carolina
1995.08.27,1995,BRAZIL,Pernambuco
1995.08.26/b,1995,USA,Florida
1995.08.26.a,1995,USA,Florida
1995.08.25,1995,USA,North Carolina
1995.08.22.c,1995,USA,North Carolina
1995.08.22.a,1995,USA,Florida
1995.08.21,1995,USA,North Carolina
1995.08.19,1995,TONGA,Vavau
1995.08.15,1995,USA,Florida
1995.08.13.a,1995,USA,North Carolina
1995.08.10.b,1995,USA,Florida
1995.08.10.a,1995,USA,South Carolina
1995.08.07,1995,USA,Florida
1995.08.01,1995,TONGA,Vavau
1995.08.00,1995,USA,California
1995.07.28.e,1995,USA,Florida
1995.07.28.d,1995,USA,Florida
1995.07.28.c,1995,USA,Florida
1995.07.28.b,1995,USA,Florida
1995.07.28.a,1995,USA,South Carolina
1995.07.24,1995,USA,South Carolina
1995.07.23,1995,USA,Florida
1984.11.08,1984,SOUTH AFRICA,Eastern Cape Province
1995.07.07,1995,BRAZIL,Pernambuco
1995.07.06,1995,USA,Texas
1995.07.03,1995,USA,Mississippi
1995.07.00,1995,USA,South Carolina
1995.06.30,1995,USA,California
1995.06.24,1995,USA,California
1995.06.23,1995,USA,Georgia
1995.06.17.b,1995,USA,South Carolina
1995.06.17.a,1995,USA,Florida
1995.06.16,1995,USA,Florida
1995.06.14,1995,USA,Hawaii
1995.06.13,1995,HONG KONG,Clearwater Bay
1995.06.02,1995,HONG KONG,New Territories
1995.05.31,1995,HONG KONG,New Territories
1995.05.26,1995,USA,Florida
1995.05.24,1995,FIJI,Yasawa Islands
1995.05.18,1995,AUSTRALIA,Western Australia
1995.05.12,1995,SOUTH KOREA,
1995.04.16,1995,USA,Florida
1995.04.13,1995,USA,Florida
1995.04.09.b,1995,AUSTRALIA,New South Wales
1995.04.09.a,1995,JAPAN,Aichi Prefecture
1995.03.21,1995,AUSTRALIA,New South Wales
1995.03.11,1995,AUSTRALIA,South Australia
1995.03.05,1995,BRAZIL,Maranhão
1995.02.19,1995,SOUTH AFRICA,Eastern Cape Province
1995.02.00,1995,VENEZUELA,
1995.01.24,1995,SOUTH AFRICA,KwaZulu-Natal
1995.01.02,1995,BRAZIL,Pernambuco
1995.00.00.e,1995,SOUTH AFRICA,
1995.00.00.d,1995,AUSTRALIA,Queensland
1995.00.00.c,1995,USA,North Carolina
1995.00.00.b,1995,USA,South Carolina
1994.12.30,1994,SOUTH AFRICA,Western Cape Province
1994.12.18,1994,USA,Hawaii
1994.12.13,1994,BRAZIL,Pernambuco
1994.12.11,1994,BRAZIL,Pernambuco
1994.12.10,1994,VANUATU,Tafea Province
1994.12.09.b,1994,AUSTRALIA,Queensland
1994.12.09.a,1994,USA,California
1994.12.01,1994,BRAZIL,Pernambuco
1994.11.25.a,1994,SOUTH AFRICA,Western Cape Province
1994.11.13,1994,USA,Hawaii
1994.11.06.a,1994,USA,Hawaii
1994.10.18,1994,BRAZIL,Pernambuco
1994.10.17,1994,BRAZIL,Pernambuco
1994.10.08,1994,USA,Florida
1994.10.05,1994,USA,Florida
1994.09.26,1994,USA,South Carolina
1994.09.21,1994,USA,Oregon
1994.09.11.R,1994,USA,Florida
1994.09.05,1994,USA,Hawaii
1994.08.22,1994,JAPAN,Kagoshima Prefecture
1994.07.24,1994,BRAZIL,Pernambuco
1994.07.09.d,1994,BRAZIL,Pernambuco
1994.07.09.c,1994,REUNION,Saint-Denis
1994.07.09.b,1994,SOUTH AFRICA,Eastern Cape Province
1994.07.09.a,1994,SOUTH AFRICA,Eastern Cape Province
1994.07.08.b,1994,BRAZIL,Pernambuco
1994.07.08.a,1994,USA,Florida
1994.06.24,1994,BAHAMAS,Grand Bahama Island
1994.05.31.b,1994,USA,Florida
1994.05.31.a,1994,USA,Florida
1994.05.28,1994,USA,Florida
1994.05.24,1994,USA,Florida
1994.05.23,1994,USA,Florida
1994.05.15,1994,USA,Florida
1994.04.16,1994,USA,California
1994.04.15,1994,REUNION,Saint-Joseph
1994.04.06,1994,BAHAMAS,
1994.04.03,1994,USA,Florida
1994.04.02,1994,SOUTH AFRICA,Western Cape Province
1994.03.23.b,1994,CHILE,
1994.03.23.a,1994,CHILE,
1994.03.07,1994,USA,California
1994.03.01,1994,BRAZIL,Pernambuco
1994.02.27,1994,SOUTH AFRICA,Western Cape Province
1994.02.19,1994,USA,Florida
1994.02.13,1994,USA,Hawaii
1994.02.12,1994,SOUTH AFRICA,Eastern Cape Province
1994.02.00,1994,NEW CALEDONIA,South Province
1994.01.31.b,1994,BRAZIL,Pernambuco
1994.01.31.a,1994,USA,Hawaii
1994.01.30,1994,SOUTH AFRICA,Eastern Cape Province
1994.01.12.R,1994,AUSTRALIA,Western Australia
1994.01.09,1994,AUSTRALIA,Queensland
1994.01.03,1994,SOUTH AFRICA,KwaZulu-Natal
1994.00.00.b,1994,HONG KONG,
1994.00.00.a,1994,USA,Florida
1993.12.00,1993,USA,Hawaii
1993.11.28,1993,USA,Florida
1993.11.21,1993,AUSTRALIA,Western Australia
1993.11.12,1993,USA,Hawaii
1993.11.00,1993,SOMALIA,Banaadir Region
1993.10.30,1993,USA,California
1993.10.26,1993,USA,Florida
1993.10.10,1993,USA,California
1993.10.00,1993,USA,Hawaii
1993.09.30,1993,SOMALIA,Banaadir Region
1993.09.26,1993,SOUTH AFRICA,Western Cape Province
1993.09.16.b,1993,EL SALVADOR,La Libertad
1993.09.16.a,1993,EL SALVADOR,La Libertad
1993.09.14,1993,USA,Florida
1993.09.09,1993,USA,Florida
1993.09.03,1993,SPAIN,Costa Blanca
1993.08.21,1993,BAHAMAS,Walkers Cay
1993.08.19.R,1993,USA,Florida
1993.08.19,1993,USA,Hawaii
1993.08.15.b,1993,USA,California
1993.08.15.a,1993,USA,North Carolina
1993.08.14,1993,AUSTRALIA,Western Australia
1993.08.12,1993,USA,California
1993.08.00.b,1993,NEW CALEDONIA,South Province
1993.08.00.a,1993,EL SALVADOR,La Libertad
1993.07.30,1993,SOUTH AFRICA,Eastern Cape Province
1993.07.07,1993,USA,Florida
1993.06.30,1993,BRAZIL,Pernambuco
1993.06.29,1993,REUNION,Saint-Paul
1993.06.11.b,1993,HONG KONG,New Territories
1993.06.11.a,1993,MEXICO,Quintana Roo
1993.06.10,1993,USA,Hawaii
1993.06.09,1993,AUSTRALIA,New South Wales
1993.06.05,1993,AUSTRALIA,Tasmania
1993.06.01,1993,HONG KONG,New Territories
1993.06.00,1993,USA,North Carolina
1993.05.00.b,1993,HONG KONG,"On the Kowloon penisula, south of Sai Kung"
1993.05.00.a,1993,SOMALIA,Banaadir Region
1993.04.00,1993,AUSTRALIA,Tasmania
1993.03.27,1993,BRAZIL,Pernambuco
1993.03.22,1993,USA,Florida
1993.03.17,1993,JAPAN,Ehime Prefecture
1993.03.14,1993,USA,Hawaii
1993.03.12,1993,USA,California
1993.03.00,1993,NEW CALEDONIA,South Province
1993.02.19,1993,TONGA,Tongapatu Group
1993.02.18,1993,TONGA,Tongapatu Group
1993.02.04,1993,AUSTRALIA,Queensland
1993.01.23,1993,BRAZIL,Pernambuco
1993.01.05,1993,AUSTRALIA,Queensland
1993.01.04,1993,CARIBBEAN SEA,
1993.01.02,1993,USA,Oregon
1993.00.00.d,1993,ANGOLA,West Africa
1993.00.00.c,1993,SOMALIA,Banaadir Region
1993.00.00.b,1993,TONGA,Vavau
1993.00.00.a,1993,USA,Florida
1992.12.28,1992,USA,Hawaii
1992.12.23,1992,USA,Hawaii
1992.11.29,1992,USA,California
1992.11.25.a,1992,USA,Florida
1992.11.23,1992,USA,Florida
1992.11.14,1992,USA,California
1992.11.12.R,1992,FIJI,Wakaya Island
1992.11.11,1992,USA,California
1992.11.05.b,1992,USA,Florida
1992.11.05.a,1992,USA,Hawaii
1992.10.29,1992,USA,California
1992.10.22,1992,USA,Hawaii
1992.10.15,1992,AUSTRALIA,New South Wales
1992.10.11,1992,BRAZIL,Maranhão
1992.10.01,1992,AUSTRALIA,Queensland
1992.09.18,1992,BRAZIL,Pernambuco
1992.09.13,1992,USA,Oregon
1992.09.11,1992,USA,Florida
1992.09.10,1992,BRAZIL,Pernambuco
1992.09.00,1992,USA,Florida
1992.08.29,1992,BAHAMAS,Abaco Islands
1992.08.25,1992,AUSTRALIA,South Australia
1992.08.21,1992,USA,Hawaii
1992.08.18,1992,USA,California
1992.08.17,1992,USA,Florida
1992.08.00,1992,USA,Florida
1992.07.23,1992,USA,Hawaii
1992.07.21,1992,USA,Florida
1992.07.08.b,1992,BRAZIL,Maranhão
1992.07.08.a,1992,BRAZIL,Maranhão
1992.06.28.b,1992,BRAZIL,Pernambuco
1992.06.28.a,1992,REUNION,Saint-Paul
1992.06.19,1992,VANUATU,Malampa Province
1992.06.17,1992,JAPAN,Ehime Prefecture
1992.06.00,1992,REUNION,Saint-Paul
1992.05.31,1992,USA,North Carolina 
1992.05.22,1992,REUNION,Saint-Joseph
1992.05.00,1992,MEXICO,Mexico / Caribbean Sea
1992.04.24,1992,NEW ZEALAND,Antarctic Ocean
1992.04.09,1992,SOUTH AFRICA,Eastern Cape Province
1992.03.28,1992,USA,Hawaii
1992.03.10,1992,AUSTRALIA,Victoria
1992.03.08.c,1992,JAPAN,Ehime Prefecture
1992.03.08.b,1992,JAPAN,Ehime Prefecture
1992.03.08.a,1992,USA,Oregon
1992.02.19,1992,USA,Hawaii
1992.02.14,1992,JAPAN,Ehime Prefecture
1992.02.09,1992,AUSTRALIA,Tasmania
1992.01.29.b,1992,REUNION,La Saline-les-Bains
1992.01.29.a,1992,AUSTRALIA,New South Wales
1992.01.23,1992,SOUTH AFRICA,KwaZulu-Natal
1992.01.08,1992,SOUTH AFRICA,KwaZulu-Natal
1992.01.06,1992,MAURITIUS,
1992.01.03,1992,JAPAN,Ehime Prefecture
1992.01.00,1992,JAPAN,Sea of Japan
1992.00.00,1992,FIJI,Tavenui
1991.12.04,1991,USA,California
1991.11.26.b,1991,USA,Hawaii
1991.11.26.a,1991,USA,Hawaii
1991.11.19,1991,USA,Hawaii
1991.11.14,1991,USA,Florida
1991.11.00,1991,AUSTRALIA,Western Australia
1991.10.12,1991,USA,Florida
1991.10.05,1991,USA,California
1991.09.19,1991,BAHAMAS,
1991.09.08,1991,AUSTRALIA,South Australia
1991.08.30,1991,AUSTRALIA,Queensland
1991.08.26,1991,USA,South Carolina
1991.08.12,1991,USA,Florida
1991.08.09,1991,USA,Florida
1991.07.30,1991,ITALY,Ligurian Sea
1991.07.27,1991,USA,Florida
1991.07.18,1991,USA,Florida
1991.07.07,1991,USA,Florida
1991.07.01.b,1991,REUNION,L'Etang-Salé
1991.07.01.a,1991,USA,California
1991.07.00,1991,USA,Virginia
1991.06.29,1991,HONG KONG,
1991.06.28,1991,HONG KONG,Kowloon Peninsula
1991.06.26,1991,USA,Florida
1991.06.07.b,1991,USA,Florida
1991.06.07.a,1991,HONG KONG,Port Shelter
1991.05.26,1991,USA,Hawaii
1991.05.19,1991,SOUTH AFRICA,Western Cape Province
1991.04.24,1991,BRAZIL,Pernambuco
1991.04.16.b,1991,USA,Maryland
1991.04.16.a,1991,USA,Florida
1991.04.03,1991,USA,Hawaii
1991.03.03,1991,AUSTRALIA,New South Wales
1991.02.24,1991,USA,Oregon
1991.02.12,1991,SOUTH AFRICA,Western Cape Province
1991.01.19,1991,AUSTRALIA,Queensland
1991.01.09,1991,AUSTRALIA,Western Australia
1991.01.00,1991,AUSTRALIA,Queensland
1990.12.26,1990,SOUTH AFRICA,Eastern Cape Province
1990.11.28,1990,AUSTRALIA,Queensland
1990.11.03,1990,USA,California
1990.11.01,1990,USA,Florida
1990.10.30.b,1990,USA,Florida
1990.10.30.a,1990,USA,Florida
1990.10.27,1990,AUSTRALIA,Queensland
1990.10.25,1990,AUSTRALIA,South Australia
1990.10.20,1990,USA,Florida
1990.10.15,1990,USA,Hawaii
1990.10.12,1990,USA,Florida
1990.09.15,1990,SOUTH AFRICA,Western Cape Province
1990.09.08,1990,USA,California
1990.09.05,1990,USA,California
1990.08.30,1990,USA,Florida
1990.08.28,1990,USA,California
1990.08.19.b,1990,USA,Texas
1990.08.19.a,1990,USA,Texas
1990.07.22,1990,USA,Texas
1990.07.08,1990,USA,Florida
1990.06.24,1990,SOUTH AFRICA,Western Cape Province
1990.06.23,1990,BAHAMAS,
1990.05.13,1990,SOUTH AFRICA,KwaZulu-Natal
1990.05.10,1990,AUSTRALIA,Queensland
1990.05.10,1990,AUSTRALIA,Queensland
1990.05.06,1990,SOUTH AFRICA,Eastern Cape Province
1990.04.14,1990,SOUTH AFRICA,Eastern Cape Province
1990.04.09,1990,AUSTRALIA,Queensland
1990.04.08,1990,AUSTRALIA,Queensland
1990.04.07,1990,AUSTRALIA,Queensland
1990.04.06,1990,AUSTRALIA,Queensland
1990.04.01,1990,USA,Hawaii
1990.03.24,1990,FIJI,Laucala Island
1990.03.05,1990,REUNION,Sainte-Marie
1990.02.17,1990,USA,Hawaii
1990.02.05,1990,USA,Florida
1990.01.12,1990,USA,California
1990.00.00,1990,USA,Florida
1989.12.19,1989,USA,Hawaii
1989.12.03,1989,AUSTRALIA,Northern Territory
1989.12.02,1989,AUSTRALIA,Queensland
1989.11.22,1989,AUSTRALIA,Victoria
1989.11.18,1989,SOUTH AFRICA,Western Cape Province
1989.11.12,1989,USA,Hawaii
1989.11.02,1989,AUSTRALIA,Queensland
1989.10.29.R,1989,AUSTRALIA,Northern Territory
1989.10.22,1989,AUSTRALIA,Tasmania
1989.10.14,1989,USA,Hawaii
1989.10.11,1989,USA,Texas
1989.10.08,1989,USA,North Carolina
1989.10.01,1989,AUSTRALIA,Victoria
1989.09.17,1989,SOUTH AFRICA,Western Cape Province
1989.09.13,1989,USA,Florida
1989.09.10,1989,USA,California
1989.09.09.b,1989,USA,California
1989.09.09.a,1989,USA,North Carolina
1989.09.03,1989,USA,California
1989.08.29,1989,AUSTRALIA,Queensland
1989.08.22.b,1989,USA,Florida
1989.08.22.a,1989,SOUTH AFRICA,Western Cape Province
1989.08.13,1989,AUSTRALIA,New South Wales
1989.08.09,1989,BAHAMAS,Great Exuma Island
1989.08.06.R,1989,AUSTRALIA,Queensland
1989.07.27,1969,BERMUDA,
1989.07.20,1989,SOUTH AFRICA,Eastern Cape Province
1989.07.19,1989,REUNION,Sainte-Suzanne
1989.07.14,1989,USA,Florida
1989.07.07,1989,USA,Texas
1989.06.29,1989,USA,Hawaii
1989.06.17,1989,USA,Louisiana
1989.06.06,1989,ITALY,Tuscany
1989.06.05,1989,SOUTH AFRICA,Eastern Cape Province
1989.06.03,1989,SOUTH AFRICA,Eastern Cape Province
1989.06.00,1989,JAPAN,Sea of Japan
1989.04.23,1989,USA,Florida
1989.04.12,1989,USA,Washington
1989.04.09,1989,USA,California
1989.04.03,1989,USA,Hawaii
1989.04.00,1989,USA,Hawaii
1989.03.09,1989,AUSTRALIA,South Australia
1989.03.04,1989,AUSTRALIA,Western Australia
1989.02.19,1989,SOUTH AFRICA,Western Cape Province
1989.02.15,1989,SOUTH AFRICA,KwaZulu-Natal
1989.02.02,1989,ITALY,Tyrrhenian Sea
1989.01.26.b,1989,USA,California
1989.01.26.a,1989,USA,California
1989.01.20.b,1989,USA,Hawaii
1989.01.20.a,1989,SOUTH AFRICA,KwaZulu-Natal
1989.01.08,1989,USA,Hawaii
1989.01.03,1989,AUSTRALIA,New South Wales
1989.00.00.b,1989,PAPUA NEW GUINEA,New Ireland
1989.00.00.a,1989,USA,Virginia
1988.12.15,1988,CHILE,Valpariso Province
1988.11.08,1988,AUSTRALIA,Queensland
1988.11.07,1988,AUSTRALIA,Queensland
1988.10.24,1988,PHILIPPINES,Viscayan Sea
1988.10.23,1988,USA,Oregon
1988.10.22,1988,AUSTRALIA,Victoria
1988.10.14,1988,USA,Florida
1988.10.11,1988,USA,Florida
1988.10.10,1988,USA,Florida
1988.10.06,1988,AUSTRALIA,South Australia
1988.10.00,1988,USA,Florida
1988.09.28,1988,USA,Florida
1988.09.13.b,1988,USA,Florida
1988.09.13.a,1988,USA,Florida
1988.08.22.b,1988,USA,Louisiana
1988.08.22.a,1988,ITALY,Manfredonia 
1988.08.19,1988,JAPAN,Tokyo Prefecture
1988.08.11,1988,USA,California
1988.07.23,1988,BAHAMAS,
1988.07.19,1988,BAHAMAS,
1988.07.17,1988,BAHAMAS,
1988.07.11,1988,USA,Florida
1988.07.04.b,1988,USA,Florida
1988.07.04.a,1988,BAHAMAS,
1988.07.00,1988,BAHAMAS,
1988.06.19,1988,SOUTH AFRICA,Western Cape Province
1988.06.16,1988,USA,North Carolina
1988.06.09,1988,USA,South Carolina
1988.06.05,1988,USA,Florida
1988.06.01,1988,USA,Florida
1988.05.27,1988,SOUTH KOREA,
1988.05.10,1988,USA,Florida
1988.05.04,1988,USA,Florida
1988.04.28,1988,REUNION,Saint-Louis
1988.04.24,1988,USA,California
1988.04.15a,1988,USA,Florida
1988.04.15.b,1988,USA,Hawaii
1988.04.14.b,1988,USA,Florida
1988.04.14.a,1988,USA,Florida
1988.04.10,1988,SOUTH AFRICA,KwaZulu-Natal
1988.03.31,1988,USA,Florida
1988.03.25,1988,USA,Hawaii
1988.03.16,1988,SOUTH AFRICA,KwaZulu-Natal
1988.03.14,1988,REUNION,Saint-Pierre
1988.02.15,1988,SOUTH AFRICA,KwaZulu-Natal
1988.02.14,1988,SOUTH AFRICA,Eastern Cape Province
1988.02.13,1988,SOUTH AFRICA,KwaZulu-Natal
1988.02.12,1988,AUSTRALIA,Western Australia
1988.02.02,1988,Fiji,Vanua Levu
1988.01.27,1988,SOUTH AFRICA,KwaZulu-Natal
1988.01.21,1988,AUSTRALIA,Torres Strait
1988.01.14,1988,USA,Louisiana
1988.01.06,1988,SOUTH AFRICA,Western Cape Province
1988.01.05.R,1988,SOUTH AFRICA,Western Cape Province
1988.00.00.c,1988,AUSTRALIA,New South Wales
1987.12.20,1987,PHILIPPINES,Mindoro
1987.12.17,1987,USA,Florida
1987.12.13,1987,AUSTRALIA,New South Wales
1987.11.21,1987,USA,Florida
1987.11.00,1987,SOUTH AFRICA,KwaZulu-Natal
1987.10.26,1987,USA,California
1987.10.25,1987,SOUTH AFRICA,KwaZulu-Natal
1987.10.11,1987,SOUTH AFRICA,Western Cape Province
1987.10.06,1987,DOMINICAN REPUBLIC,Between DR and Puerto Rico
1987.09.18,1987,AUSTRALIA,South Australia
1987.09.13,1987,SOUTH AFRICA,Western Cape Province
1987.08.20,1987,USA,Florida
1987.08.15,1987,USA,California
1987.07.21,1987,USA,Florida
1987.07.12.b,1987,USA,Texas
1987.07.12.a,1987,USA,Texas
1987.07.11,1987,USA,South Carolina
1987.07.09,1987,BAHAMAS,Exuma Islands
1987.07.00,1987,BAHAMAS,
1987.06.13,1987,USA,Florida
1987.05.25,1987,USA,South Carolina
1987.05.08,1987,USA,Florida
1987.05.06,1987,AUSTRALIA,New South Wales
1987.04.19,1987,SOUTH AFRICA,KwaZulu-Natal
1987.04.18,1987,USA,Texas
1987.04.15,1987,USA,Hawaii
1987.04.01,1987,VANUATU,Malampa Province
1987.03.30.b,1987,AUSTRALIA,Western Australia
1987.03.30.a,1987,SOUTH AFRICA,Western Cape Province
1987.02.28,1987,USA,Florida
1987.02.19,1987,SOLOMON ISLANDS,Between Honiara & Isabel Island
1987.01.28,1987,SOUTH AFRICA,Eastern Cape Province
1987.01.06,1987,AUSTRALIA,Queensland
1987.00.00.b,1987,MONTENEGRO,Adriatic Sea
1987.00.00.a,1987,ITALY,Tyrrhenian Sea
1986.12.31,1986,SOUTH AFRICA,Western Cape Province
1986.12.22,1986,SOUTH AFRICA,Western Cape Province
1986.12.11,1986,USA,Florida
1986.12.06.b,1986,BAHAMAS,Florida Straits
1986.12.06.a,1986,USA,California
1986.12.04,1986,SOUTH AFRICA,Western Cape Province
1986.12.00,1986,NEW CALEDONIA,
1986.11.30,1986,USA,Florida
1986.11.19,1986,USA,Florida
1986.11.04,1986,USA,Florida
1986.10.17,1986,SOUTH AFRICA,KwaZulu-Natal
1986.10.03,1986,USA,Florida
1986.10.05,1986,SOUTH AFRICA,KwaZulu-Natal
1986.10.01,1986,AUSTRALIA,Western Australia
1986.10.00,1986,USA,Florida
1986.09.22.R,1986,USA,Florida
1986.09.00.b,1986,USA,Florida
1986.09.00.a,1986,USA,Florida
1986.08.19,1986,USA,North Carolina
1986.08.10,1986,SOUTH AFRICA,Western Cape Province
1986.08.03,1986,AUSTRALIA,New South Wales
1986.08.00,1986,FRANCE,Gulf of Lyons
1986.07.26,1986,AUSTRALIA,Western Australia
1986.07.09,1986,USA,South Carolina
1986.07.00.a,1986,SOUTH AFRICA,KwaZulu-Natal
1986.05.18,1986,AUSTRALIA,New South Wales
1986.05.15,1986,SOUTH KOREA,
1986.04.20,1986,USA,Hawaii
1986.04.00,1986,SPAIN,Catalonia
1986.03.18,1986,SPAIN,Cádiz
1986.03.15,1986,SOUTH AFRICA,KwaZulu-Natal
1986.03.05,1986,SOUTH AFRICA,Eastern Cape Province
1986.02.18,1986,SOUTH AFRICA,Eastern Cape Province
1986.02.17,1986,SOUTH AFRICA,Eastern Cape Province
1986.02.07,1986,SOUTH AFRICA,Eastern Cape Province
1986.02.06,1986,SOUTH AFRICA,Western Cape Province
1986.02.01,1986,AUSTRALIA,Victoria
1986.01.12,1986,USA,Florida
1986.00.00,1986,USA,California
1985.12.22,1985,SOUTH AFRICA,KwaZulu-Natal
1985.12.10,1985,USA,North Carolina
1985.11.11,1985,AUSTRALIA,Queensland
1985.11.05,1985,USA,California
1985.11.03,1985,USA,California
1985.10.24,1985,SOUTH AFRICA,Eastern Cape Province
1985.10.22,1985,USA,California
1985.10.18,1985,USA,Hawaii
1985.10.12,1985,USA,Hawaii
1985.10.05,1985,USA,Alabama
1985.09.28,1985,USA,California
1985.09.08.b,1985,SOUTH AFRICA,KwaZulu-Natal
1985.09.08.a,1985,USA,Florida
1985.09.05,1985,USA,Florida
1985.08.22,1985,USA,South Carolina
1985.08.20,1985,USA,Florida
1985.08.17,1985,USA,Florida
1985.07.25.b,1985,USA,Florida
1985.07.25.a,1985,USA,Florida
1985.07.21,1985,USA,California
1985.07.19,1985,USA,South Carolina
1985.07.00,1985,ITALY,Sicily
1985.05.26,1985,USA,California
1985.05.08,1985,SOUTH AFRICA,KwaZulu-Natal
1985.03.16,1985,USA,Florida
1985.03.03,1985,AUSTRALIA,South Australia
1985.02.18,1985,USA,California
1985.02.03,1985,USA,Florida
1985.01.27,1985,SOUTH AFRICA,Western Cape Province
1985.01.18,1985,SOUTH AFRICA,KwaZulu-Natal
1985.01.17,1985,SOUTH AFRICA,KwaZulu-Natal
1985.01.16,1985,NEW ZEALAND,South Island
1985.01.04,1985,SOUTH AFRICA,Western Cape Province
1985.01.00.b,1985,NEW CALEDONIA,South Province
1985.01.00.a,1985,SOUTH AFRICA,KwaZulu-Natal
1985.00.00.f,1985,VANUATU,Malampa Province
1985.00.00.a,1985,IRAN,
1984.12.03,1984,ITALY,Tyrrhenian Sea
1984.11.30,1984,AUSTRALIA,Queensland
1984.11.11,1984,USA,Florida
1984.11.04,1984,USA,Florida
1984.10.21.b,1984,USA,Florida
1984.10.21,1984,USA,Florida
1984.10.17,1984,USA,Florida
1984.10.14.a,1984,USA,Florida
1984.09.30.b,1984,USA,Oregon
1984.09.30.a,1984,USA,California
1984.09.23,1984,USA,Florida
1984.09.22.b,1984,USA,Florida
1984.09.22.a,1984,USA,Florida
1984.09.19,1984,USA,Florida
1984.09.17,1984,USA,California
1984.09.15,1984,USA,California
1984.09.11,1984,MEXICO,Baja California
1984.08.24,1984,USA,Florida
1984.08.07,1984,INDONESIA,
1984.07.24.b,1984,USA,Texas
1984.07.24.a,1984,USA,Texas
1984.07.22,1984,SOUTH AFRICA,Western Cape Province
1984.07.01,1984,USA,Florida
1984.07.00.a,1984,SOUTH AFRICA,KwaZulu-Natal
1984.06.15,1984,SOUTH AFRICA,Western Cape Province
1984.06.03.b,1984,USA,Hawaii
1984.06.03,1984,VANUATU,Malampa Province
1984.05.31,1984,SOUTH AFRICA,Western Cape Province
