Case Number,Date,Year,Country,Area,Fatal (Y/N),Activity,original order
2004.03.31.b,31-Mar-04,2004,USA,Florida,N,,4534
2004.03.31.a,31-Mar-04,2004,USA,Florida,N,Surfing,4533
2004.03.29,29-Mar-04,2004,BRAZIL,Pernambuco,N,Body boarding,4532
2004.03.28,28-Mar-04,2004,USA,Florida,N,Surfing,4531
2004.03.27.b,27-Mar-04,2004,REUNION,Saint-Benoît,N,Surfing,4530
2004.03.27.a,27-Mar-04,2004,USA,Florida,N,Swimming,4529
2004.03.24,14-Mar-04,2004,USA,Hawaii,N,Snorkeling,4528
2004.03.22,22-Mar-04,2004,NEW ZEALAND,North Island,N,Spearfishing,4527
2004.03.16,16-Mar-04,2004,USA,Hawaii,N,Surfing,4526
2004.03.06,06-Mar-04,2004,AUSTRALIA,Western Australia,N,Spearfishing,4525
2004.02.29,29-Feb-04,2004,BRAZIL,Pernambuco,Y,Swimming,4524
2004.02.26,26-Feb-04,2004,NEW ZEALAND,"South Island, near Karitane north of Dunedin",N,Surfing,4523
2004.02.21,21-Feb-04,2004,AUSTRALIA,New South Wales,N,Swimming,4522
2004.02.16,16-Feb-04,2004,AUSTRALIA,Queensland,N,Free diving & spearfishing,4521
2004.02.14,14-Feb-04,2004,EGYPT,,Y,Snorkeling,4520
2004.02.11,11-Feb-04,2004,AUSTRALIA,New South Wales,N,Snorkeling,4519
2004.01.25,25-Jan-04,2004,AUSTRALIA,Western Australia,N,Scuba diving,4518
2004.01.23,23-Jan-04,2004,URUGUAY,Rocha,N,Surfing,4517
2004.01.22,22-Jan-04,2004,NEW ZEALAND,Northlands,N,Boogie boarding,4516
2004.01.21.b,21-Jan-04,2004,VENEZUELA,Anzoategui,N,Swimming,4515
2004.01.21.a,21-Jan-04,2004,VENEZUELA,Anzoategui,N,Spearfishing,4514
2004.01.15.R,Reported 15-Jan-2004 ,2004,SOUTH AFRICA,KwaZulu-Natal,N,Surf skiing,4513
2004.01.12,12-Jan-04,2004,AUSTRALIA,New South Wales,N,Diving,4512
2004.01.07,07-Jan-04,2004,SOUTH AFRICA,Eastern Cape Province,N,Surfing,4511
2004.01.03.b,03-Jan-04,2004,NEW ZEALAND,North Island,N,Kayaking (returning from spearfishing),4510
2004.01.03.a,03-Jan-04,2004,EGYPT,Sinai Peninsula,Y,Air disaster. Flash Airlines Boeing 737 crashed into the Red Sea,4509
2004.00.00,2004,2004,AUSTRALIA,Western Australia,N,Surfing,4508
2003.12.31,31-Dec-03,2003,SOUTH AFRICA,KwaZulu-Natal,N,,4507
2003.12.26,26-Dec-03,2003,USA,Florida,N,Swimming,4506
2003.12.13.b,13-Dec-03,2003,USA,Florida,N,Swimming,4505
2003.12.13.a,13-Dec-03,2003,NEW ZEALAND,Cook Islands,Y,Swimming / shipwreck,4504
2003.12.08,08-Dec-03,2003,AUSTRALIA,Victoria,N,Surfing amid a shoal of sharks,4503
2003.11.30.b,30-Nov-03,2003,AUSTRALIA,Western Australia,N,Swimming,4502
2003.11.30.a,30-Nov-03,2003,AUSTRALIA,Western Australia,N,Swimming,4501
2003.11.27,27-Nov-03,2003,SOUTH AFRICA,KwaZulu-Natal,Y,Spearfishing,4500
2003.11.22,22-Nov-03,2003,USA,Florida,N,Surfing,4499
2003.11.12.b,12-Nov-03,2003,INDIA,Tamilnadu,N,Swimming or surfing,4498
2003.11.12.a,12-Nov-03,2003,USA,Florida,N,Surfing,4497
2003.11.06.b,06-Nov-03,2003,EGYPT,Sinai Peninsula,N,Snorkeling,4496
2003.11.06.a,06-Nov-03,2003,SOUTH AFRICA,KwaZulu-Natal,N,Surf skiing,4495
2003.11.01,01-Nov-03,2003,AUSTRALIA,New South Wales,N,Standing,4494
2003.11.00,Nov-03,2003,PANAMA,Pearl Islands,N,Spearfishing,4493
2003.10.31.c,31-Oct-03,2003,USA,Florida,N,Surfing,4492
2003.10.31.b,31-Oct-03,2003,AUSTRALIA,New South Wales,N,Surfing,4491
2003.10.31.a,31-Oct-03,2003,USA,Hawaii,N,Surfing,4490
2003.10.27,27-Oct-03,2003,USA,Florida,N,Surfing,4489
2003.10.24,24-Oct-03,2003,USA,Hawaii,N,Snorkeling,4488
2003.10.14,14-Oct-03,2003,USA,Florida,N,Surfing,4487
2003.10.06,06-Oct-03,2003,USA,Florida,Y,Swimming to shore from boat or kayak,4486
2003.10.05.e,05-Oct-03,2003,USA,Florida,N,Surfing,4485
2003.10.05.d,05-Oct-03,2003,USA,Florida,N,Surfing,4484
2003.10.05.c,05-Oct-03,2003,USA,Florida,N,Surfing,4483
2003.10.05.b,05-Oct-03,2003,USA,Florida,N,Sitting on surfboard,4482
2003.10.05.a,05-Oct-03,2003,USA,Hawaii,N,Wading near a fishing net,4481
2003.09.29,29-Sep-03,2003,FIJI,Taveuni,Y,Wading to shore from his boat,4480
2003.09.28,28-Sep-03,2003,USA,Florida,N,Surfing,4479
2003.09.21,21-Sep-03,2003,USA,Florida,N,Surfing,4478
2003.09.19,19-Sep-03,2003,USA,Florida,N,Surfing,4477
2003.09.17,17-Sep-03,2003,USA,Florida,N,Surfing,4476
2003.09.14.c,14-Sep-03,2003,USA,Florida,N,Surfing,4475
2003.09.14.b,14-Sep-03,2003,SOUTH AFRICA,Western Cape Province,N,Fishing ,4474
2003.09.14.a,14-Sep-03,2003,USA,Florida,N,Swimming,4473
2003.09.13.b,13-Sep-03,2003,USA,Florida,N,Body boarding,4472
2003.09.13.a,13-Sep-03,2003,USA,South Carolina,N,"Standing, stepped on shark",4471
2003.09.12,12-Sep-03,2003,SOUTH AFRICA,Western Cape Province,Y,Body boarding,4470
2003.09.00,Sep-03,2003,USA,Florida,N,Wade-fishing,4469
2003.08.29,29-Aug-03,2003,USA,Texas,N,Fishing,4468
2003.08.19,19-Aug-03,2003,USA,California,Y,"Swimming, wearing black wetsuit & swim fins",4467
2003.08.12,12-Aug-03,2003,USA,California,N,Swimming,4466
2003.08.08,08-Aug-03,2003,SOUTH AFRICA,Eastern Cape Province,N,Sitting on surfboard,4465
2003.07.26.R,Reported 26-Jul-2003,2003,AUSTRALIA,Northern Territory,N,Surf skiing,4464
2003.07.20,20-Jul-03,2003,USA,Florida,N,Surfing,4463
2003.07.15,15-Jul-03,2003,USA,Florida,N,Wading,4462
2003.07.09,10-Jul-03,2003,BAHAMAS,Abaco Islands,N,Spearfishing,4461
2003.07.05.b,05-Jul-03,2003,USA,Florida,N,"Walking, carrying surfboard & stepped on shark",4460
2003.07.05.a,05-Jul-03,2003,USA,Florida,N,Surfing,4459
2003.07.04,04-Jul-03,2003,BAHAMAS,Abaco Islands,N,Spearfishing,4458
2003.07.00.c,Jul-03,2003,USA,Florida,N,Spearfishing,4457
2003.07.00.b,Late Jul-2003,2003,FRENCH POLYNESIA,Society Islands,N,Spearfishing,4456
2003.07.00.a,Jul-03,2003,NEW ZEALAND,Cook Islands,N,Snorkeling,4455
2003.06.30,30-Jun-03,2003,USA,Florida,N,Surfing,4454
2003.06.26,26-Jun-03,2003,USA,Florida,N,Surfing,4453
2003.06.24.c,24-Jun-03,2003,BRAZIL,Pernambuco,Y,,4452
2003.06.24.b,24-Jun-03,2003,USA,Florida,N,Standing,4451
2003.06.24.a,24-Jun-03,2003,USA,Hawaii,N,Swimming with pod of dolphins,4450
2003.06.22,22-Jun-03,2003,USA,Johnston Atoll,N,Swimming,4449
2003.06.19,19-Jun-03,2003,USA,North Carolina,N,Surfing ,4448
2003.06.08,08-Jun-03,2003,USA,Florida,N,Surfing,4447
2003.06.00,Jun-03,2003,USA,South Carolina,N,Swimming,4446
2003.05.25,25-May-03,2003,USA,Florida,N,Surfing,4445
2003.05.14,14-May-03,2003,USA,Florida,N,Wading,4444
2003.05.10,10-May-03,2003,USA,Hawaii,N,Swimming,4443
2003.05.07,07-May-03,2003,USA,Florida,N,Surfing,4442
2003.05.03,03-May-03,2003,USA,Florida,N,Walking,4441
2003.05.00,May-03,2003,PHILIPPINES,Baatan,N,,4440
2003.04.26,26-Apr-03,2003,BRAZIL,Rio de Janeiro,N,Killing  sharks,4439
2003.04.25,25-Apr-03,2003,BRAZIL,Rio de Janeiro,N,Swimming ,4438
2003.04.23.b,23-Apr-03,2003,BRAZIL,Pernambuco,N,Surfing,4437
2003.04.23.a,23-Apr-03,2003,BRAZIL,Rio de Janeiro,N,Swimming,4436
2003.04.21.b,21-Apr-03,2003,USA,Florida,N,Surfing,4435
2003.04.21.a,21-Apr-03,2003,USA,Florida,N,Surfing,4434
2003.04.20.c,20-Apr-03,2003,USA,Florida,N,Surfing,4433
2003.04.20.b,20-Apr-03,2003,USA,Florida,N,Surfing,4432
2003.04.20.a,20-Apr-03,2003,USA,Florida,N,Surfing,4431
2003.04.19,19-Apr-03,2003,USA,Florida,N,Jumping,4430
2003.04.18,18-Apr-03,2003,USA,Florida,N,Surfing,4429
2003.04.15,15-Apr-03,2003,USA,Florida,N,Swimming (using a float),4428
2003.04.11,11-Apr-03,2003,VENEZUELA,Nueva Esparta,N,Surfing,4427
2003.04.09,09-Apr-03,2003,USA,Florida,N,Surfing,4426
2003.04.04,04-Apr-03,2003,USA,Florida,N,Surfing,4425
2003.03.10,10-Mar-03,2003,USA,Florida,N,Petting captive sharks,4424
2003.02.27,27-Feb-03,2003,NEW ZEALAND,Southland,N,Scuba diving,4423
2003.02.15.b,15-Feb-03,2003,AUSTRALIA,South Australia,N,Wading,4422
2003.02.15.a,15-Feb-03,2003,USA,Florida,N,Swimming,4421
2003.02.11,11-Feb-03,2003,AUSTRALIA,New South Wales,N,Swimming,4420
2003.02.08,08-Feb-03,2003,AUSTRALIA,Queensland,Y,Swimming,4419
2003.01.17,17-Jan-03,2003,SOUTH AFRICA,Western Cape Province,Y,Unknown,4418
2003.01.03,03-Jan-03,2003,COSTA RICA,North Pacific coast,N,Surfing,4417
2003.01.02,02-Jan-03,2003,AUSTRALIA,Western Australia,N,Surfing,4416
2002.12.29,29-Dec-02,2002,AUSTRALIA,Queensland,N,Snorkeling,4415
2002.12.24,24-Dec-02,2002,SOUTH AFRICA,Western Cape Province,N,Snorkeling,4414
2002.12.21,21-Dec-02,2002,AUSTRALIA,Queensland,N,Scuba diving,4413
2002.12.20,20-Dec-02,2002,AUSTRALIA,Queensland,N,Swimming,4412
2002.12.16,16-Dec-02,2002,AUSTRALIA,Queensland,Y,Swimming,4411
2002.12.01,01-Dec-02,2002,BRAZIL,Pernambuco,Y,Surfing,4410
2002.11.28.b,28-Nov-02,2002,MICRONESIA,Caroline Islands,N,Scuba diving,4409
2002.11.28.a,28-Nov-02,2002,USA,California,N,Body boarding,4408
2002.11.17,17-Nov-02,2002,USA,Hawaii,N,Swimming,4407
2002.11.14,14-Nov-02,2002,TURKS & CAICOS,Caicos Bank,N,Snorkeling,4406
2002.11.11,11-Nov-02,2002,USA,Florida,N,Surfing,4405
2002.11.02,02-Nov-02,2002,USA,Florida,N,Boogie boarding,4404
2002.11.00.a,Nov-02,2002,FRENCH POLYNESIA,Society Islands,N,"Fishing, standing in 2' of water",4403
2002.10.30,30-Oct-02,2002,USA,Hawaii,N,Swimming,4402
2002.10.14,14-Oct-02,2002,BRAZIL,Pernambuco,Y,Swimming,4401
2002.10.11,11-Oct-02,2002,USA,Florida,N,Surfing,4400
2002.10.05.b,05-Oct-02,2002,USA,Florida,N,Surfing,4399
2002.10.05.a,05-Oct-02,2002,USA,Florida,N,Surfing,4398
2002.10.03,03-Oct-02,2002,USA,Florida,N,Surfing,4397
2002.09.30,30-Sep-02,2002,USA,Florida,N,Surfing,4396
2002.09.29,29-Sep-02,2002,USA,Florida,N,Surfing,4395
2002.09.27.c,27-Sep-02,2002,USA,Hawaii,N,Fishing from Surfboard,4394
2002.09.27.b,27-Sep-02,2002,USA,Florida,N,Fishing,4393
2002.09.27.a,27-Sep-02,2002,TONGA,Vava'u,N,Swimming,4392
2002.09.21.b,21-Sep-02,2002,USA,Oregon,N,Boogie boarding or Surfing,4391
2002.09.21.a,21-Sep-02,2002,USA,California,N,Surfing,4390
2002.09.16.b,16-Sep-02,2002,BRAZIL,Pernambuco,N,Swimming,4389
2002.09.16.a,16-Sep-02,2002,USA,Hawaii,N,Body boarding,4388
2002.09.13,13-Sep-02,2002,SOUTH AFRICA,Western Cape Province,N,Surf skiing,4387
2002.09.09,09-Sep-02,2002,USA,Florida,N,Boogie boarding,4386
2002.09.05,05-Sep-02,2002,USA,Florida,N,"Wading, when he stepped on the shark",4385
2002.08.28,28-Aug-02,2002,USA,Hawaii,N,Surfing,4384
2002.08.17,17-Aug-02,2002,USA,Alabama,N,Swimming,4383
2002.08.14,14-Aug-02,2002,USA,Florida,N,Surfing,4382
2002.08.11,11-Aug-02,2002,USA,Florida,N,Surfing,4381
2002.08.07,07-Aug-02,2002,USA,Florida,N,Standing,4380
2002.08.06.R,Reported 06-Aug-2002,2002,UNITED KINGDOM,Cheshire,N,Diving,4379
2002.08.05,05-Aug-02,2002,USA,North Carolina,N,Standing,4378
2002.07.26,26-Jul-02,2002,USA,South Carolina,N,Surfing,4377
2002.07.20,20-Jul-02,2002,USA,North Carolina,N,Swimming,4376
2002.07.10,10-Jul-02,2002,USA,Florida,N,Surfing,4375
2002.07.09.b,09-Jul-02,2002,USA,Maryland,Y,Shark Fishing,4374
2002.07.09.a,10-Jul-02,2002,BRAZIL,Pernambuco,N,Surfing,4373
2002.07.04,04-Jul-02,2002,USA,North Carolina,N,Standing,4372
2002.06.20.b,20-Jun-02,2002,AUSTRALIA,Queensland,N,Surfing,4371
2002.06.20.a,20-Jun-02,2002,USA,Florida,N,Swimming,4370
2002.06.16,16-Jun-02,2002,INDONESIA,,Y,,4369
2002.06.13.R2,Reported 13-Jun-2002,2002,PAPUA NEW GUINEA,Louisiade Archipelago,N,,4368
2002.06.13.R1,Reported 13-Jun-2002,2002,PAPUA NEW GUINEA,Louisiade Archipelago,Y,Attempting to retreive a dinghy,4367
2002.06.11.b,11-Jun-02,2002,USA,Hawaii,N,Sitting on surfboard,4366
2002.06.11.a,10-Jun-02,2002,USA,Florida,N,Surfing,4365
2002.06.09.b,09-Jun-02,2002,USA,Florida,N,Surfing,4364
2002.06.09.a,09-Jun-02,2002,USA,Florida,N,Swimming,4363
2002.06.03,03-Jun-02,2002,SOUTH AFRICA,KwaZulu-Natal between Port Edward and Port St Johns,N,Snorkeling (filming the sardine run),4362
2002.05.31.b,31-May-02,2002,USA,California,N,Surfing,4361
2002.05.31.a,31-May-02,2002,USA,Florida,N,Floating on a raft,4360
2002.05.22.b,22-May-02,2002,USA,Florida,N,"Fishing, removing the shark from his line",4359
2002.05.22.a,22-May-02,2002,USA,Florida,N,Playing in the surf with his 2 dogs,4358
2002.05.21.R,Reported 21-May-2002,2002,COSTA RICA,Guanacaste,N,Surfing,4357
2002.05.21,21-May-02,2002,PAPUA NEW GUINEA,Milne Bay Province,N,Collecting beche-de-mer,4356
2002.05.13,13-May-02,2002,USA,Florida,N,Fishing,4355
2002.05.10,10-May-02,2002,BRAZIL,Pernambuco,N,Surfing,4354
2002.05.07,07-May-02,2002,AUSTRALIA,Northern Territory,N,Fishing from prawn trawler,4353
2002.04.30,30-Apr-02,2002,AUSTRALIA,South Australia,Y,Scallop diving (using surface-supplied air & a POD) ,4352
2002.04.21,21-Apr-02,2002,AUSTRALIA,New South Wales,Y,Fishing (Drowned 2-Apr-2002),4351
2002.04.20,20-Apr-02,2002,USA,Florida,N,"Surfing, but standing in water alongside board",4350
2002.04.18,18-Apr-02,2002,USA,Florida,N,Surfing,4349
2002.04.12,12-Apr-02,2002,AUSTRALIA,New South Wales,N,Swimming,4348
2002.04.09,09-Apr-02,2002,BAHAMAS,Abaco Islands,N,Standing,4347
2002.04.02,02-Apr-02,2002,USA,Florida,N,Wading,4346
2002.04.01,01-Apr-02,2002,USA,Florida,N,Swimming / Wading,4345
2002.03.25.b,25-Mar-02,2002,USA,Hawaii,N,Body-boarding,4344
2002.03.25.a,25-Mar-02,2002,USA,Florida,N,Wading,4343
2002.03.24,24-Mar-02,2002,BRAZIL,Pernambuco,Y,Swimming,4342
2002.03.19,19-Mar-02,2002,USA,Florida,N,Swimming /  boogie boarding,4341
2002.03.15.b,15-Mar-02,2002,USA,Florida,N,Snorkeling,4340
2002.03.15.a,15-Mar-02,2002,USA,Florida,N,Surfing,4339
2002.03.03,03-Mar-02,2002,NEW CALEDONIA,Loyalty Islands,Y,Spearfishing,4338
2002.02.23,23-Feb-02,2002,TURKS & CAICOS,,Y,Capsized fishing boat,4337
2002.02.16,16-Feb-02,2002,AUSTRALIA,Queensland,N,Surfing,4336
2002.02.11,11-Feb-02,2002,FIJI,Cikobia Island (north of Vanua Levu),Y,,4335
2002.02.07,07-Feb-02,2002,AUSTRALIA,New South Wales,N,Kayaking,4334
2002.01.30.b,30-Jan-02,2002,AUSTRALIA,New South Wales,N,Surfing,4333
2002.01.30.a,30-Jan-02,2002,AUSTRALIA,Western Australia,N,Swimming,4332
2002.01.04,04-Jan-02,2002,SOUTH AFRICA,KwaZulu-Natal,N,Fishing,4331
2002.01.03,03-Jan-02,2002,BRAZIL,Pernambuco,Y,Swimming,4330
2002.01.01.b,01-Jan-02,2002,SOUTH AFRICA,KwaZulu-Natal,N,Surf skiing,4329
2002.01.01.a,01-Jan-02,2002,USA,Hawaii,N,Snorkeling,4328
2001.12.21,21-Dec-01,2001,AUSTRALIA,Western Australia,N,Surfing,4327
2001.11.23,23-Nov-01,2001,AUSTRALIA,New South Wales,N,Surfing,4326
2001.11.14,14-Nov-01,2001,USA,Hawaii,N,Surfing,4325
2001.11.07,07-Nov-01,2001,AUSTRALIA,Western Australia,N,Surf-skiing,4324
2001.10.07,07-Oct-01,2001,SOUTH AFRICA,KwaZulu-Natal,N,Kite-Boarding,4323
2001.10.02,02-Oct-01,2001,AUSTRALIA,Queensland,N,Snorkeling,4322
2001.09.30.b,30-Sep-01,2001,MEXICO,Guerrero,N,Body surfing,4321
2001.09.30.a,30-Sep-01,2001,AUSTRALIA,Queensland,N,,4320
2001.09.24,24-Sep-01,2001,USA,Florida,N,"Surfing, fell off surfboard & stepped on the shark.",4319
2001.09.18,18-Sep-01,2001,USA,Florida,N,Surfing,4318
2001.09.16,16-Sep-01,2001,USA,Florida,Y,Wreck / Technical diving,4317
2001.09.15.b,15-Sep-01,2001,USA,Florida,N,Boogie boarding,4316
2001.09.15.a,15-Sep-01,2001,USA,North Carolina,N,Surfing,4315
2001.09.13,13-Sep-01,2001,UNITED KINGDOM,Cheshire,N,Diving,4314
2001.09.08,08-Sep-01,2001,USA,Florida,N,Fishing,4313
2001.09.07.b,07-Sep-01,2001,USA,Florida,N,Walking in shallows,4312
2001.09.07.a,07-Sep-01,2001,USA,South Carolina,N,Swimming,4311
2001.09.03.b,03-Sep-01,2001,USA,North Carolina,Y,Swimming ,4310
2001.09.03.a,03-Sep-01,2001,USA,North Carolina,N,Swimming,4309
2001.09.02,02-Sep-01,2001,USA,Florida,N,Wading,4308
2001.09.01,01-Sep-01,2001,USA,Virginia,Y,Swimming ,4307
2001.08.31,31-Aug-01,2001,BAHAMAS,Abaco Islands,N,Spearfishing,4306
2001.08.29,29-Aug-01,2001,USA,Florida,N,Standing,4305
2001.08.27,27-Aug-01,2001,USA,Florida,N,Wading,4304
2001.08.26,26-Aug-01,2001,USA,Florida,N,Boogie Boarding,4303
2001.08.25,25-Aug-01,2001,USA,Florida,N,Boogie Boarding,4302
2001.08.22,22-Aug-01,2001,USA,Florida,N,Surfing,4301
2001.08.21,21-Aug-01,2001,USA,Florida,N,Surfing,4300
2001.08.19.c,19-Aug-01,2001,USA,Florida,N,Surfing,4299
2001.08.19.b,19-Aug-01,2001,USA,Florida,N,Surfing,4298
2001.08.19.a,19-Aug-01,2001,USA,Florida,N,Surfing,4297
2001.08.18.c,18-Aug-01,2001,USA,Florida,N,Surfing,4296
2001.08.18.b,18-Aug-01,2001,USA,Florida,N,Surfing,4295
2001.08.18.a,18-Aug-01,2001,USA,Florida,N,Surfing,4294
2001.08.16,16-Aug-01,2001,BAHAMAS,Grand Bahama Island,N,Spearfishing,4293
2001.08.12,12-Aug-01,2001,THAILAND,Rayong Province,N,Fell off banana boat,4292
2001.08.05,05-Aug-01,2001,USA,South Carolina,N,,4291
2001.08.04,04-Aug-01,2001,BAHAMAS,Grand Bahama Island,N,Swimming,4290
2001.08.03,03-Aug-01,2001,ITALY,,N,Fishing,4289
2001.07.26,26-Jul-01,2001,USA,South Carolina,N,,4288
2001.07.25,25-Jul-01,2001,USA,Florida,N,,4287
2001.07.24,24-Jul-01,2001,USA,Florida,N,,4286
2001.07.21,21-Jul-01,2001,USA,Massachusetts,N,Fishing,4285
2001.07.15.b,15-Jul-01,2001,USA,Florida,N,Surfing,4284
2001.07.15.a,15-Jul-01,2001,USA,Florida,N,Boogie boarding,4283
2001.07.06.b,06-Jul-01,2001,MEXICO,Baja California,N,Surfing,4282
2001.07.06.a,06-Jul-01,2001,USA,Florida,N,Swimming,4281
2001.07.03,03-Jul-01,2001,USA,South Carolina,N,,4280
2001.07.00,Jul-01,2001,USA,Georgia,N,Floating face-down in knee-deep water,4279
2001.06.12,12-Jun-01,2001,USA,Texas,N,Swimming,4278
2001.06.10,10-Jun-01,2001,USA,California,N,Spearfishing,4277
2001.06.09,09-Jun-01,2001,AUSTRALIA,New South Wales,Y,Hiking on the beach,4276
2001.06.03,03-Jun-01,2001,USA,South Carolina,N,Wading,4275
2001.05.29,29-May-01,2001,USA,Texas,N,,4274
2001.05.23 ,23-May-01,2001,USA,South Carolina,N,Swimming,4273
2001.05.20,20-May-01,2001,USA,South Carolina,N,Swimming,4272
2001.05.18,18-May-01,2001,PHILIPPINES,Zamboanga del Sur Province,N,Shark fishing,4271
2001.05.11,11-May-01,2001,MADAGASCAR,,Y,,4270
2001.05.08,08-May-01,2001,SOUTH AFRICA,Eastern Cape Province,N,Surfing,4269
2001.05.04,04-May-01,2001,AUSTRALIA,New South Wales,N,Surfing,4268
2001.05.03,03-May-01,2001,USA,Florida,N,Surfing,4267
2001.05.00,May-01,2001,FIJI,Taveuni,Y,"Spearfishing, carrying his catch",4266
2001.04.28,28-Apr-01,2001,USA,Florida,N,Boogie boarding,4265
2001.04.13.b,13-Apr-01,2001,USA,Florida,N,Surfing,4264
2001.04.13.a,13-Apr-01,2001,USA,Florida,N,Surfing,4263
2001.04.12.e,12-Apr-01,2001,USA,Florida,N,,4262
2001.04.12.d,12-Apr-01,2001,USA,Florida,N,Surfing,4261
2001.04.12.c,12-Apr-01,2001,USA,Florida,N,Surfing,4260
2001.04.12.b,12-Apr-01,2001,USA,Florida,N,Body boarding,4259
2001.04.12.a,12-Apr-01,2001,USA,Florida,N,Surfing,4258
2001.04.11.d,11-Apr-01,2001,USA,Florida,N,Surfing,4257
2001.04.11.c,11-Apr-01,2001,USA,Florida,N,Surfing,4256
2001.04.11.a,11-Apr-01,2001,USA,Hawaii,N,Surfing,4255
2001.04.10,10-Apr-01,2001,USA,Florida,N,Surfing,4254
2001.04.08.b,08-Apr-01,2001,SOUTH AFRICA,Eastern Cape Province,N,Surfing,4253
2001.04.08.a,08-Apr-01,2001,AUSTRALIA,New South Wales,N,Snorkeling,4252
2001.04.05,05-Apr-01,2001,USA,Florida,N,Standing alongside surfboard,4251
2001.04.02.b,02-Ap-2001,2001,BRAZIL,Rio Grande de Norte,N,Batin,4250
2001.04.02.a,02-Apr-01,2001,AUSTRALIA,New South Wales,N,Surfing,4249
2001.03.23,23-Mar-01,2001,USA,Hawaii,N,Body-boarding,4248
2001.03.09,09-Mar-01,2001,USA,Florida,N,Surfing,4247
2001.03.08,08-Mar-01,2001,BRAZIL,Bahia,N,Attempting to catch a crocodile,4246
2001.03.03,03-Mar-01,2001,BRAZIL,Pernambuco,Y,Swimming,4245
2001.03.00,Mar-01,2001,CARIBBEAN SEA,,Y,Sinking of the 40' Esperanza off St. Maartin with 36 refugees on board,4244
2001.02.26,26-Feb-01,2001,AUSTRALIA,Western Australia,N,Fishing for whiting,4243
2001.02.11,11-Feb-01,2001,MALAYSIA,Off the western coast of peninsular Malaysia,Y,Unknown,4242
2001.02.04,04-Feb-01,2001,AUSTRALIA,New South Wales,N,Surfing,4241
2001.01.24.R,Reported  24-Jan-2001,2001,AUSTRALIA,New South Wales,N,Kayaking,4240
2001.01.24,24-Jan-01,2001,CUBA,Holquin Province,N,Swimming,4239
2001.01.21 ,21-Jan-01,2001,AUSTRALIA,South Australia,N,Fishing,4238
2001.01.09,09-Jan-01,2001,USA,California,N,Surfing,4237
2001.01.06,06-Jan-01,2001,NEW ZEALAND,North Island,N,Kayaking,4236
2000.12.24,24-Dec-00,2000,AUSTRALIA,Queensland,N,Scuba diving,4235
2000.12.12,12-Dec-00,2000,FIJI,Taveuni,Y,Swimming back from anchored sailboat,4234
2000.12.11,11-Dec-00,2000,AUSTRALIA,South Australia,N,Fishing for whiting,4233
2000.12.05,05-Dec-00,2000,CANADA,New Brunswick,N,Diving for sea urchins,4232
2000.12.03,03-Dec-00,2000,AUSTRALIA,Queensland,N,Spearfishing,4231
2000.12.00,Dec-00,2000,NEW ZEALAND,Cook Islands,Y,Surfing,4230
2000.11.21,21-Nov-00,2000,AUSTRALIA,Queensland,N,Diving (shell maintenance),4229
2000.11.20,20-Nov-00,2000,AUSTRALIA,South Australia,Y,Shipwrecked,4228
2000.11.18,17-Nov-00,2000,USA,Florida,N,Swimming,4227
2000.11.10,10-Nov-00,2000,USA,Florida,N,Walking,4226
2000.11.06.b,06-Nov-00,2000,AUSTRALIA,Western Australia,N,Swimming,4225
2000.11.06.a,06-Nov-00,2000,AUSTRALIA,Western Australia,Y,Swimming,4224
2000.11.04,04-Nov-00,2000,USA,California,N,Surfing,4223
2000.10.29,29-Oct-00,2000,AUSTRALIA,Queensland,N,Fishing ,4222
2000.10.20,20-Oct-00,2000,USA,Florida,N,Surfing,4221
2000.10.18,18-Oct-00,2000,USA,Hawaii,N,Swimming / snorkeling,4220
2000.10.14,14-Oct-00,2000,USA,Florida,N,Swimming,4219
2000.10.09,09-Oct-00,2000,USA,Florida,N,Surfing,4218
2000.10.06.b,06-Oct-00,2000,USA,Florida,N,Surfing,4217
2000.10.06.a,06-Oct-00,2000,USA,Florida,N,Body surfing,4216
2000.10.02,02-Oct-00,2000,USA,North Carolina,N,Surfing,4215
2000.09.29,29-Sep-00,2000,USA,California,N,Sitting on surfboard,4214
2000.09.25,25-Sep-00,2000,AUSTRALIA,South Australia,Y,Surfing,4213
2000.09.24,24-Sep-00,2000,AUSTRALIA,South Australia,Y,Surfing,4212
2000.09.18,19-Sep-00,2000,AUSTRALIA,New South Wales,N,Fell onto dead shark,4211
2000.09.16.b,16-Sep-00,2000,OKINAWA,Miyako Island,Y,Surfing,4210
2000.09.16.a,16-Sep-00,2000,USA,South Carolina,N,,4209
2000.09.15,15-Sep-00,2000,USA,Florida,N,Standing / surfing,4208
2000.09.12,12-Sep-00,2000,USA,Florida,N,Surfing,4207
2000.09.11,11-Sep-00,2000,USA,Florida,N,Swimming / Body surfing,4206
2000.09.10.b,10-Sep-00,2000,USA,Florida,N,Swimming,4205
2000.09.10.a,10-Sep-00,2000,SOUTH AFRICA,Western Cape Province,N,Free diving,4204
2000.09.08.c,08-Sep-00,2000,TANZANIA,,Y,Swimming,4203
2000.09.08.b,08-Sep-00,2000,USA,Florida,N,Wading,4202
2000.09.08.a,08-Sep-00,2000,REUNION,Saint-Pierre,N,Surfing,4201
2000.09.00.b,Early Sep-2000,2000,TANZANIA,,Y,Swimming,4200
2000.08.31,31-Aug-00,2000,USA,Florida,N,Swimming,4199
2000.08.30,30-Aug-00,2000,USA,Florida,Y,Jumped into the water,4198
