Year,Month,Type,Fatal,Sex,Country,Case Number,Decade
1995,12,Unprovoked,UNKNOWN,M,USA,1995.12.18,Años 90
1995,11,Unprovoked,N,M,NEW ZEALAND,1995.11.29,Años 90
1995,11,Unprovoked,N,M,NORTHERN ARABIAN SEA,1995.11.25.a,Años 90
1995,7,Unprovoked,N,M,USA,1995.07.28.e,Años 90
1995,10,Unprovoked,N,M,USA,1995.10.28.R,Años 90
1995,10,Unprovoked,N,M,USA,1995.10.21,Años 90
1995,9,Unprovoked,Y,M,AUSTRALIA,1995.09.11,Años 90
1995,10,Unprovoked,N,F,AUSTRALIA,1995.10.11,Años 90
1995,9,Unprovoked,N,M,USA,1995.09.30.b,Años 90
1995,9,Unprovoked,N,M,USA,1995.09.30.a,Años 90
1995,9,Unprovoked,N,M,USA,1995.09.28,Años 90
1995,9,Unprovoked,N,M,USA,1995.09.19.,Años 90
1995,9,Unprovoked,N,F,USA,1995.09.17,Años 90
1995,9,Unprovoked,Y,M,REUNION,1995.09.16,Años 90
1995,10,Unprovoked,N,M,USA,1995.10.01,Años 90
1995,7,Unprovoked,N,M,USA,1995.07.28.c,Años 90
1995,7,Unprovoked,N,M,USA,1995.07.28.d,Años 90
1995,1,Unprovoked,N,M,BRAZIL,1995.01.02,Años 90
1995,5,Unprovoked,Y,M,FIJI,1995.05.24,Años 90
1995,5,Unprovoked,UNKNOWN,UNKNOWN,AUSTRALIA,1995.05.18,Años 90
1995,5,Unprovoked,Y,F,SOUTH KOREA,1995.05.12,Años 90
1995,4,Unprovoked,N,M,USA,1995.04.13,Años 90
1995,4,Unprovoked,Y,M,JAPAN,1995.04.09.a,Años 90
1995,3,Unprovoked,N,F,AUSTRALIA,1995.03.21,Años 90
1995,5,Unprovoked,N,M,USA,1995.05.26,Años 90
1995,3,Unprovoked,N,M,AUSTRALIA,1995.03.11,Años 90
1995,2,Unprovoked,N,M,SOUTH AFRICA,1995.02.19,Años 90
1995,2,Unprovoked,N,M,VENEZUELA,1995.02.00,Años 90
1995,1,Unprovoked,Y,M,SOUTH AFRICA,1995.01.24,Años 90
1995,7,Unprovoked,N,M,USA,1995.07.28.b,Años 90
1995,6,Provoked,N,M,AUSTRALIA,1995.00.00.d,Años 90
1995,6,Unprovoked,UNKNOWN,M,USA,1995.00.00.b,Años 90
1995,3,Unprovoked,Y,UNKNOWN,BRAZIL,1995.03.05,Años 90
1995,5,Unprovoked,Y,UNKNOWN,HONG KONG,1995.05.31,Años 90
1995,4,Unprovoked,N,M,AUSTRALIA,1995.04.09.b,Años 90
1995,6,Unprovoked,Y,F,HONG KONG,1995.06.13,Años 90
1995,7,Unprovoked,N,M,USA,1995.07.28.a,Años 90
1995,6,Unprovoked,Y,M,HONG KONG,1995.06.02,Años 90
1995,7,Unprovoked,N,M,USA,1995.07.23,Años 90
1995,7,Unprovoked,Y,M,BRAZIL,1995.07.07,Años 90
1995,7,Unprovoked,N,M,USA,1995.07.06,Años 90
1995,7,Provoked,N,F,USA,1995.07.03,Años 90
1995,7,Provoked,N,M,USA,1995.07.00,Años 90
1995,7,Unprovoked,N,F,USA,1995.07.24,Años 90
1995,6,Unprovoked,N,F,USA,1995.06.24,Años 90
1995,6,Unprovoked,N,M,USA,1995.06.23,Años 90
1995,6,Unprovoked,N,M,USA,1995.06.17.b,Años 90
1995,6,Unprovoked,N,M,USA,1995.06.17.a,Años 90
1995,6,Unprovoked,N,F,USA,1995.06.16,Años 90
1995,6,Unprovoked,N,M,USA,1995.06.14,Años 90
1995,6,Unprovoked,N,M,USA,1995.06.30,Años 90
1996,9,Unprovoked,N,M,USA,1996.09.02.b,Años 90
1996,9,Unprovoked,N,M,USA,1996.09.02.a,Años 90
1996,9,Provoked,N,M,SOUTH AFRICA,1996.09.01.a,Años 90
1996,8,Unprovoked,N,M,USA,1996.08.29,Años 90
1996,8,Unprovoked,N,M,USA,1996.08.13,Años 90
1996,7,Unprovoked,N,M,EGYPT / ISRAEL,1996.07.23.a,Años 90
1996,7,Unprovoked,N,F,USA,1996.07.26,Años 90
1996,7,Unprovoked,Y,M,OKINAWA,1996.07.23.b,Años 90
1996,7,Unprovoked,N,M,USA,1996.07.21,Años 90
1996,7,Unprovoked,N,M,USA,1996.07.20,Años 90
1996,9,Unprovoked,N,M,USA,1996.09.06.a,Años 90
1996,8,Unprovoked,N,M,USA,1996.08.11,Años 90
1996,9,Unprovoked,N,M,NEW ZEALAND,1996.09.06.b,Años 90
1996,7,Unprovoked,UNKNOWN,UNKNOWN,USA,1996.07.14,Años 90
1996,10,Unprovoked,N,UNKNOWN,BRAZIL,1996.10.00,Años 90
1996,10,Unprovoked,N,M,USA,1996.10.03.a,Años 90
1996,10,Unprovoked,N,M,USA,1996.10.03.b,Años 90
1996,10,Unprovoked,N,M,USA,1996.10.05.,Años 90
1996,10,Unprovoked,Y,M,OKINAWA,1996.10.09,Años 90
1996,10,Unprovoked,N,M,BRAZIL,1996.10.28.a,Años 90
1996,10,Unprovoked,N,UNKNOWN,BRAZIL,1996.10.28.b,Años 90
1996,11,Unprovoked,N,M,USA,1996.11.18,Años 90
1996,11,Unprovoked,N,M,USA,1996.11.29.a,Años 90
1996,12,Unprovoked,N,F,NEW CALEDONIA,1996.12.00.a,Años 90
1996,12,Unprovoked,Y,M,NEW CALEDONIA,1996.12.00.b,Años 90
1996,12,Unprovoked,N,M,SOUTH AFRICA,1996.12.10,Años 90
1996,12,Unprovoked,UNKNOWN,M,AUSTRALIA,1996.12.29,Años 90
1996,9,Unprovoked,N,M,USA,1996.09.18,Años 90
1996,7,Unprovoked,N,M,USA,1996.07.10,Años 90
1996,5,Unprovoked,N,M,SOUTH AFRICA,1996.05.28,Años 90
1996,7,Unprovoked,N,M,BAHAMAS,1996.07.04.a,Años 90
1996,7,Unprovoked,N,F,USA,1996.07.04.b,Años 90
1996,1,Unprovoked,Y,M,REUNION,1996.01.10,Años 90
1996,1,Boat,N,UNKNOWN,AUSTRALIA,1996.01.12,Años 90
1996,1,Unprovoked,UNKNOWN,UNKNOWN,AUSTRALIA,1996.01.14.b,Años 90
1996,1,Unprovoked,N,M,USA,1996.01.16,Años 90
1996,1,Unprovoked,N,F,AUSTRALIA,1996.01.22,Años 90
1996,1,Provoked,N,M,USA,1996.01.23,Años 90
1996,2,Unprovoked,N,M,AUSTRALIA,1996.02.04,Años 90
1996,2,Sea Disaster,Y,UNKNOWN,DOMINICAN REPUBLIC,1996.02.05,Años 90
1996,2,Unprovoked,Y,UNKNOWN,PAPUA NEW GUINEA,1996.02.10.a,Años 90
1996,2,Unprovoked,N,UNKNOWN,PAPUA NEW GUINEA,1996.02.10.b,Años 90
1996,2,Unprovoked,Y,M,PAPUA NEW GUINEA,1996.02.10.c,Años 90
1996,2,Provoked,N,F,USA,1996.02.19.R,Años 90
1996,6,Unprovoked,Y,M,FIJI,1996.00.00.b,Años 90
1996,3,Unprovoked,N,M,AUSTRALIA,1996.03.00,Años 90
1996,2,Unprovoked,N,M,AUSTRALIA,1996.02.26,Años 90
1996,6,Unprovoked,N,M,AUSTRALIA,1996.06.06,Años 90
1996,6,Unprovoked,N,M,SOUTH AFRICA,1996.06.04,Años 90
1996,6,Unprovoked,N,M,USA,1996.00.00.a,Años 90
1996,5,Unprovoked,N,M,USA,1996.05.18,Años 90
1996,5,Unprovoked,Y,M,SOUTH KOREA,1996.05.10,Años 90
1996,6,Unprovoked,N,F,USA,1996.06.25,Años 90
1996,4,Unprovoked,UNKNOWN,M,USA,1996.04.28.b,Años 90
1996,4,Unprovoked,N,M,AUSTRALIA,1996.04.25.b,Años 90
1996,4,Unprovoked,N,F,AUSTRALIA,1996.04.25.a,Años 90
1996,4,Unprovoked,Y,M,BRAZIL,1996.04.07,Años 90
1996,5,Unprovoked,N,M,USA,1996.05.07,Años 90
1996,3,Unprovoked,N,F,AUSTRALIA,1996.03.05,Años 90
1997,8,Unprovoked,N,M,USA,1997.08.30,Años 90
1997,8,Unprovoked,N,M,USA,1997.08.27,Años 90
1997,8,Unprovoked,N,M,USA,1997.08.24,Años 90
1997,8,Unprovoked,Y,M,MEXICO,1997.08.14.a,Años 90
1997,8,Unprovoked,Y,M,EGYPT,1997.08.11.a,Años 90
1997,8,Unprovoked,N,M,EGYPT,1997.08.11.b,Años 90
1997,8,Unprovoked,N,M,USA,1997.08.10,Años 90
1997,8,Unprovoked,N,M,USA,1997.08.09,Años 90
1997,8,Unprovoked,N,F,USA,1997.08.05,Años 90
1997,9,Unprovoked,N,M,USA,1997.09.06,Años 90
1997,8,Unprovoked,N,F,USA,1997.08.11.c,Años 90
1997,9,Unprovoked,N,UNKNOWN,USA,1997.09.08,Años 90
1997,10,Unprovoked,N,M,USA,1997.10.28.a,Años 90
1997,9,Unprovoked,Y,M,BRAZIL,1997.09.16,Años 90
1997,10,Unprovoked,N,F,USA,1997.10.04,Años 90
1997,10,Boat,N,UNKNOWN,SOUTH AFRICA,1997.10.11.R,Años 90
1997,10,Unprovoked,N,M,USA,1997.10.21,Años 90
1997,10,Unprovoked,N,M,USA,1997.10.24,Años 90
1997,10,Unprovoked,N,M,AUSTRALIA,1997.10.28.b,Años 90
1997,11,Unprovoked,N,M,USA,1997.11.05.R,Años 90
1997,11,Unprovoked,N,M,AUSTRALIA,1997.11.09,Años 90
1997,12,Unprovoked,N,M,USA,1997.12.25.a,Años 90
1997,12,Unprovoked,N,M,SOUTH AFRICA,1997.12.28.a,Años 90
1997,12,Unprovoked,Y,M,SOUTH AFRICA,1997.12.28.b,Años 90
1997,9,Unprovoked,N,M,USA,1997.09.09,Años 90
1997,8,Unprovoked,N,M,USA,1997.08.02.b,Años 90
1997,8,Unprovoked,N,M,USA,1997.08.04,Años 90
1997,7,Unprovoked,N,M,AUSTRALIA,1997.07.27,Años 90
1997,8,Unprovoked,N,M,USA,1997.08.02.a,Años 90
1997,1,Boat,N,UNKNOWN,AUSTRALIA,1997.01.01,Años 90
1997,1,Unprovoked,Y,M,REUNION,1997.01.03.a,Años 90
1997,1,Unprovoked,Y,M,AUSTRALIA,1997.01.20,Años 90
1997,1,Unprovoked,N,M,AUSTRALIA,1997.01.25,Años 90
1997,2,Boat,N,F,AUSTRALIA,1997.02.03,Años 90
1997,2,Unprovoked,UNKNOWN,M,USA,1997.02.21,Años 90
1997,2,Unprovoked,N,M,AUSTRALIA,1997.02.28.a,Años 90
1997,2,Unprovoked,N,F,AUSTRALIA,1997.02.28.b,Años 90
1997,4,Unprovoked,N,M,BRAZIL,1997.04.20,Años 90
1997,5,Unprovoked,N,M,BAHAMAS,1997.05.17,Años 90
1997,5,Unprovoked,N,M,BAHAMAS,1997.05.26,Años 90
1997,2,Unprovoked,N,M,REUNION,1997.02.20,Años 90
1997,5,Unprovoked,N,M,USA,1997.05.31.b,Años 90
1997,7,Unprovoked,Y,M,SOUTH AFRICA,1997.07.21,Años 90
1997,5,Unprovoked,N,M,USA,1997.05.31.a,Años 90
1997,7,Unprovoked,N,M,BRAZIL,1997.07.17,Años 90
1997,7,Unprovoked,N,M,USA,1997.07.14,Años 90
1997,7,Unprovoked,N,UNKNOWN,BRAZIL,1997.07.02.R,Años 90
1997,6,Unprovoked,N,M,USA,1997.06.24,Años 90
1997,7,Unprovoked,Y,M,OKINAWA,1997.07.12,Años 90
1997,6,Unprovoked,N,F,FIJI,1997.06.15,Años 90
1997,6,Unprovoked,N,M,USA,1997.06.09,Años 90
1997,6,Unprovoked,UNKNOWN,M,BRAZIL,1997.06.07,Años 90
1997,6,Unprovoked,N,M,USA,1997.06.02,Años 90
1997,5,Unprovoked,N,M,USA,1997.05.31.c,Años 90
1998,9,Provoked,N,M,SENEGAL,1998.09.00,Años 90
1998,9,Unprovoked,N,M,USA,1998.09.22,Años 90
1998,9,Unprovoked,N,M,SOUTH AFRICA,1998.09.16.R,Años 90
1998,9,Unprovoked,N,M,USA,1998.09.14,Años 90
1998,9,Unprovoked,N,M,USA,1998.09.27,Años 90
1998,8,Unprovoked,N,M,USA,1998.08.30,Años 90
1998,8,Provoked,N,M,SOUTH AFRICA,1998.08.12,Años 90
1998,8,Unprovoked,N,M,USA,1998.08.23.R,Años 90
1998,8,Unprovoked,N,M,BAHAMAS,1998.08.15,Años 90
1998,8,Unprovoked,N,M,USA,1998.08.13,Años 90
1998,8,Unprovoked,N,M,SOUTH AFRICA,1998.08.01.b,Años 90
1998,10,Unprovoked,N,M,USA,1998.10.01.a,Años 90
1998,8,Unprovoked,N,M,USA,1998.08.26,Años 90
1998,10,Unprovoked,N,UNKNOWN,REUNION,1998.10.01.b,Años 90
1998,12,Unprovoked,N,M,SOUTH AFRICA,1998.12.20.R,Años 90
1998,10,Unprovoked,N,M,USA,1998.10.10,Años 90
1998,10,Unprovoked,N,M,SOUTH AFRICA,1998.10.18,Años 90
1998,10,Unprovoked,N,F,USA,1998.10.24,Años 90
1998,11,Unprovoked,Y,M,BRAZIL,1998.11.02.a,Años 90
1998,11,Provoked,N,M,JAPAN,1998.11.02.b,Años 90
1998,11,Unprovoked,N,M,USA,1998.11.05,Años 90
1998,11,Unprovoked,N,M,USA,1998.11.11,Años 90
1998,11,Unprovoked,N,M,USA,1998.11.14,Años 90
1998,11,Unprovoked,Y,M,USA,1998.11.21,Años 90
1998,12,Unprovoked,N,F,AUSTRALIA,1998.12.15,Años 90
1998,12,Unprovoked,N,M,SOUTH AFRICA,1998.12.18,Años 90
1998,8,Unprovoked,N,M,SOUTH AFRICA,1998.08.01.a,Años 90
1998,12,Unprovoked,N,F,AUSTRALIA,1998.12.22,Años 90
1998,12,Provoked,N,M,USA,1998.12.24,Años 90
1998,10,Unprovoked,N,M,BRAZIL,1998.10.04,Años 90
1998,7,Unprovoked,N,M,BRAZIL,1998.07.26,Años 90
1998,1,Unprovoked,N,M,MOZAMBIQUE,1998.01.14,Años 90
1998,7,Unprovoked,N,M,SOUTH AFRICA,1998.07.06.b,Años 90
1998,7,Unprovoked,N,M,USA,1998.07.25,Años 90
1998,6,Unprovoked,Y,UNKNOWN,REUNION,1998.00.00.b,Años 90
1998,6,Unprovoked,Y,M,SOUTH AFRICA,1998.00.00.c,Años 90
1998,1,Unprovoked,N,M,AUSTRALIA,1998.01.17,Años 90
1998,1,Unprovoked,N,M,SOUTH AFRICA,1998.01.25.a,Años 90
1998,1,Unprovoked,Y,M,REUNION,1998.01.25.b,Años 90
1998,1,Unprovoked,N,M,NEW CALEDONIA,1998.01.28.a,Años 90
1998,2,Unprovoked,N,M,USA,1998.02.23,Años 90
1998,3,Unprovoked,N,M,USA,1998.03.08.a,Años 90
1998,3,Unprovoked,N,M,SOUTH AFRICA,1998.03.15,Años 90
1998,3,Unprovoked,N,M,USA,1998.03.31,Años 90
1998,4,Unprovoked,N,UNKNOWN,NEW CALEDONIA,1998.04.00,Años 90
1998,4,Unprovoked,Y,M,BRAZIL,1998.04.01,Años 90
1998,4,Provoked,N,M,USA,1998.04.17,Años 90
1998,6,Unprovoked,N,M,USA,1998.00.00.a,Años 90
1998,4,Unprovoked,Y,F,MOZAMBIQUE,1998.04.26,Años 90
1998,7,Unprovoked,N,M,SOUTH AFRICA,1998.07.11,Años 90
1998,7,Unprovoked,N,M,SOUTH AFRICA,1998.07.06.a,Años 90
1998,6,Unprovoked,Y,M,AUSTRALIA,1998.06.28.a,Años 90
1998,6,Unprovoked,Y,M,SOUTH AFRICA,1998.06.22,Años 90
1998,4,Unprovoked,N,M,USA,1998.04.21,Años 90
1998,6,Unprovoked,N,M,SOUTH AFRICA,1998.06.05,Años 90
1998,6,Unprovoked,N,M,USA,1998.06.08,Años 90
1998,5,Unprovoked,N,M,SOUTH AFRICA,1998.05.29.b,Años 90
1998,5,Unprovoked,N,M,SOUTH AFRICA,1998.05.29.a,Años 90
1998,5,Unprovoked,N,M,USA,1998.05.25,Años 90
1998,5,Unprovoked,N,F,USA,1998.05.16.c,Años 90
1998,5,Unprovoked,N,M,USA,1998.05.16.b,Años 90
1998,5,Unprovoked,N,M,SOUTH AFRICA,1998.05.16.a,Años 90
1998,5,Unprovoked,N,M,SOUTH AFRICA,1998.05.30,Años 90
1999,9,Unprovoked,N,M,USA,1999.09.29,Años 90
1999,9,Boat,N,UNKNOWN,ITALY,1999.09.24,Años 90
1999,9,Unprovoked,N,F,USA,1999.09.16,Años 90
1999,9,Unprovoked,N,F,USA,1999.09.10,Años 90
1999,9,Unprovoked,N,M,USA,1999.09.05,Años 90
1999,8,Unprovoked,N,M,USA,1999.08.16,Años 90
1999,9,Unprovoked,N,M,USA,1999.09.04.a,Años 90
1999,8,Unprovoked,N,M,USA,1999.08.24,Años 90
1999,8,Unprovoked,N,M,MARSHALL ISLANDS,1999.08.23,Años 90
1999,8,Unprovoked,N,M,USA,1999.08.21,Años 90
1999,10,Unprovoked,N,M,USA,1999.10.01,Años 90
1999,9,Provoked,N,M,USA,1999.09.04.b,Años 90
1999,10,Unprovoked,N,M,USA,1999.10.20,Años 90
1999,11,Unprovoked,N,F,USA,1999.11.23,Años 90
1999,10,Unprovoked,N,M,USA,1999.10.30.b,Años 90
1999,11,Unprovoked,N,M,MARSHALL ISLANDS,1999.11.00.a,Años 90
1999,11,Unprovoked,N,M,MARSHALL ISLANDS,1999.11.00.b,Años 90
1999,11,Unprovoked,N,M,BRAZIL,1999.11.06,Años 90
1999,11,Unprovoked,N,M,SOUTH AFRICA,1999.11.13,Años 90
1999,11,Unprovoked,N,M,USA,1999.11.15,Años 90
1999,11,Unprovoked,N,M,USA,1999.11.30,Años 90
1999,12,Unprovoked,N,M,USA,1999.12.02,Años 90
1999,12,Unprovoked,N,M,BRAZIL,1999.12.26,Años 90
1999,12,Unprovoked,N,F,NEW ZEALAND,1999.12.31.a,Años 90
1999,12,Unprovoked,N,F,NEW ZEALAND,1999.12.31.b,Años 90
1999,12,Unprovoked,N,M,NEW ZEALAND,1999.12.31.c,Años 90
1999,8,Unprovoked,N,M,USA,1999.08.05.a,Años 90
1999,10,Unprovoked,N,M,USA,1999.10.30.a,Años 90
1999,8,Unprovoked,N,M,BAHAMAS,1999.08.05,Años 90
1999,8,Unprovoked,N,M,USA,1999.08.26,Años 90
1999,7,Unprovoked,N,M,USA,1999.07.26,Años 90
1999,7,Unprovoked,N,M,SOUTH AFRICA,1999.07.29,Años 90
1999,6,Unprovoked,N,M,SOUTH AFRICA,1999.00.00.b,Años 90
1999,1,Unprovoked,Y,UNKNOWN,REUNION,1999.01.03,Años 90
1999,1,Boat,N,UNKNOWN,NEW ZEALAND,1999.01.07,Años 90
1999,1,Unprovoked,N,M,SOUTH AFRICA,1999.01.13,Años 90
1999,1,Unprovoked,N,M,MAURITIUS,1999.01.29,Años 90
1999,2,Unprovoked,N,M,AUSTRALIA,1999.02.23,Años 90
1999,2,Boat,N,UNKNOWN,USA,1999.02.26.R,Años 90
1999,3,Unprovoked,N,F,USA,1999.03.05,Años 90
1999,3,Unprovoked,N,M,USA,1999.03.08,Años 90
1999,3,Provoked,N,M,NEW ZEALAND,1999.03.14.a,Años 90
1999,3,Unprovoked,N,M,NEW CALEDONIA,1999.03.14.b,Años 90
1999,3,Unprovoked,Y,F,USA,1999.03.18.a,Años 90
1999,3,Provoked,N,M,BRAZIL,1999.03.18.b,Años 90
1999,3,Unprovoked,N,M,NEW ZEALAND,1999.03.18.R,Años 90
1999,2,Unprovoked,N,M,USA,1999.02.03,Años 90
1999,4,Unprovoked,Y,M,REUNION,1999.04.11,Años 90
1999,7,Unprovoked,N,M,USA,1999.07.21,Años 90
1999,4,Unprovoked,N,M,USA,1999.04.01,Años 90
1999,7,Unprovoked,Y,M,SOUTH AFRICA,1999.07.15,Años 90
1999,7,Unprovoked,N,M,USA,1999.07.06,Años 90
1999,7,Unprovoked,N,M,SOUTH AFRICA,1999.07.03,Años 90
1999,6,Unprovoked,N,M,USA,1999.06.19,Años 90
1999,7,Unprovoked,N,F,USA,1999.07.04,Años 90
1999,6,Unprovoked,N,M,USA,1999.06.12,Años 90
1999,6,Unprovoked,N,M,USA,1999.06.09,Años 90
1999,5,Unprovoked,Y,M,AUSTRALIA,1999.05.29,Años 90
1999,5,Unprovoked,N,M,BRAZIL,1999.05.01,Años 90
1999,4,Unprovoked,N,F,MAURITIUS,1999.04.22,Años 90
1999,6,Unprovoked,N,M,USA,1999.06.17,Años 90
2000,9,Unprovoked,N,UNKNOWN,USA,2000.09.16.a,Años 90
2000,9,Unprovoked,N,M,USA,2000.09.15,Años 90
2000,9,Unprovoked,N,M,USA,2000.09.08.b,Años 90
2000,9,Unprovoked,N,F,USA,2000.09.12,Años 90
2000,9,Unprovoked,N,M,USA,2000.09.11,Años 90
2000,9,Unprovoked,N,M,USA,2000.09.10.b,Años 90
2000,9,Unprovoked,N,M,SOUTH AFRICA,2000.09.10.a,Años 90
2000,9,Unprovoked,Y,M,TANZANIA,2000.09.08.c,Años 90
2000,9,Unprovoked,N,M,REUNION,2000.09.08.a,Años 90
2000,8,Unprovoked,N,M,USA,2000.08.15,Años 90
2000,8,Unprovoked,N,M,USA,2000.08.31,Años 90
2000,8,Unprovoked,Y,M,USA,2000.08.30,Años 90
2000,8,Provoked,N,M,USA,2000.08.27.R,Años 90
2000,8,Unprovoked,N,M,USA,2000.08.21,Años 90
2000,8,Unprovoked,N,M,USA,2000.08.13,Años 90
2000,8,Unprovoked,N,F,USA,2000.08.12,Años 90
2000,8,Unprovoked,Y,UNKNOWN,TANZANIA,2000.08.00,Años 90
2000,7,Unprovoked,N,M,USA,2000.07.25,Años 90
2000,9,Unprovoked,Y,M,OKINAWA,2000.09.16.b,Años 90
2000,9,Unprovoked,Y,UNKNOWN,TANZANIA,2000.09.00.b,Años 90
2000,9,Provoked,N,M,AUSTRALIA,2000.09.18,Años 90
2000,11,Unprovoked,N,M,USA,2000.11.18,Años 90
2000,9,Unprovoked,Y,M,AUSTRALIA,2000.09.25,Años 90
2000,7,Unprovoked,N,F,USA,2000.07.22,Años 90
2000,12,Unprovoked,Y,M,FIJI,2000.12.12,Años 90
2000,12,Boat,N,UNKNOWN,AUSTRALIA,2000.12.11,Años 90
2000,12,Unprovoked,N,M,CANADA,2000.12.05,Años 90
2000,12,Unprovoked,N,M,AUSTRALIA,2000.12.03,Años 90
2000,12,Unprovoked,Y,F,NEW ZEALAND,2000.12.00,Años 90
2000,11,Unprovoked,N,M,AUSTRALIA,2000.11.21,Años 90
2000,11,Unprovoked,N,M,AUSTRALIA,2000.11.06.b,Años 90
2000,11,Unprovoked,Y,M,AUSTRALIA,2000.11.06.a,Años 90
2000,11,Unprovoked,N,M,USA,2000.11.04,Años 90
2000,10,Boat,N,UNKNOWN,AUSTRALIA,2000.10.29,Años 90
2000,10,Unprovoked,N,M,USA,2000.10.20,Años 90
2000,10,Unprovoked,N,F,USA,2000.10.18,Años 90
2000,10,Unprovoked,N,M,USA,2000.10.14,Años 90
2000,10,Unprovoked,N,M,USA,2000.10.09,Años 90
2000,10,Unprovoked,N,M,USA,2000.10.06.b,Años 90
2000,10,Unprovoked,N,M,USA,2000.10.06.a,Años 90
2000,10,Unprovoked,N,M,USA,2000.10.02,Años 90
2000,9,Unprovoked,N,M,USA,2000.09.29,Años 90
2000,9,Unprovoked,Y,M,AUSTRALIA,2000.09.24,Años 90
2000,7,Unprovoked,N,M,USA,2000.07.17,Años 90
2000,6,Boat,N,M,USA,2000.00.00,Años 90
2000,7,Unprovoked,N,M,SOUTH AFRICA,2000.07.16.a,Años 90
2000,4,Unprovoked,N,M,USA,2000.04.14,Años 90
2000,4,Unprovoked,N,M,USA,2000.04.09,Años 90
2000,3,Unprovoked,N,M,USA,2000.03.31,Años 90
2000,3,Unprovoked,N,M,AUSTRALIA,2000.03.30,Años 90
2000,3,Unprovoked,N,F,USA,2000.03.26,Años 90
2000,3,Unprovoked,N,M,USA,2000.03.24,Años 90
2000,3,Unprovoked,Y,M,NEW CALEDONIA,2000.03.15,Años 90
2000,3,Unprovoked,N,M,AUSTRALIA,2000.03.14,Años 90
2000,3,Boat,N,UNKNOWN,AUSTRALIA,2000.03.10,Años 90
2000,3,Boat,N,UNKNOWN,AUSTRALIA,2000.03.09,Años 90
2000,3,Unprovoked,N,M,AUSTRALIA,2000.03.02,Años 90
2000,3,Unprovoked,N,M,USA,2000.03.00,Años 90
2000,2,Unprovoked,N,M,USA,2000.02.21,Años 90
2000,2,Unprovoked,N,M,SOUTH AFRICA,2000.02.19,Años 90
2000,2,Provoked,N,M,ENGLAND,2000.02.14,Años 90
2000,2,Unprovoked,N,M,NEW ZEALAND,2000.02.03,Años 90
2000,2,Unprovoked,N,M,AUSTRALIA,2000.02.01,Años 90
2000,1,Boat,Y,M,REUNION,2000.01.28.R,Años 90
2000,1,Unprovoked,Y,M,THAILAND,2000.01.05,Años 90
2000,5,Unprovoked,Y,M,PAPUA NEW GUINEA,2000.05.07.a,Años 90
2000,5,Unprovoked,N,M,PAPUA NEW GUINEA,2000.05.07.b,Años 90
2000,5,Sea Disaster,Y,UNKNOWN,NEW CALEDONIA,2000.05.13,Años 90
2000,6,Unprovoked,Y,M,TANZANIA,2000.06.00,Años 90
2000,7,Unprovoked,N,M,SOUTH AFRICA,2000.07.15.b,Años 90
2000,7,Unprovoked,N,M,SOUTH AFRICA,2000.07.15.a,Años 90
2000,7,Unprovoked,N,M,TONGA,2000.07.12,Años 90
2000,7,Unprovoked,N,M,USA,2000.07.10,Años 90
2000,7,Unprovoked,N,M,USA,2000.07.09,Años 90
2000,7,Unprovoked,N,M,USA,2000.07.07,Años 90
2000,7,Unprovoked,N,F,USA,2000.07.06,Años 90
2000,7,Unprovoked,N,F,USA,2000.07.04.b,Años 90
2000,7,Unprovoked,N,F,USA,2000.07.04.a,Años 90
2000,7,Unprovoked,N,M,USA,2000.07.16.b,Años 90
2000,7,Unprovoked,N,F,USA,2000.07.02.b,Años 90
2000,7,Unprovoked,Y,UNKNOWN,TANZANIA,2000.07.00,Años 90
2000,6,Unprovoked,Y,M,PAPUA NEW GUINEA,2000.06.30,Años 90
2000,6,Boat,N,M,NEW ZEALAND,2000.06.29,Años 90
2000,6,Unprovoked,N,M,USA,2000.06.19,Años 90
2000,6,Boat,N,UNKNOWN,USA,2000.06.13,Años 90
2000,6,Unprovoked,N,M,USA,2000.06.10,Años 90
2000,6,Unprovoked,N,M,USA,2000.06.09.b,Años 90
2000,6,Unprovoked,N,M,USA,2000.06.09.a,Años 90
2000,6,Unprovoked,N,M,USA,2000.06.02,Años 90
2000,7,Unprovoked,N,F,USA,2000.07.02.a,Años 90
2000,12,Unprovoked,N,M,AUSTRALIA,2000.12.24,Años 90
